project_name,debian_source,debian_version,debian_desc,debian_home,CVE_since_2010,CVE_page,openhub_page,openhub_name,openhub_desc,openhub_home,openhub_download,twelve_month_contributor_count,total_contributor_count,total_code_lines,main_language_name,licenses,fact_activity,fact_age,fact_comments,fact_team_size,package_popularity,implemented_in,role,direct_network_exposure,process_network_data,potential_privilege_escalation,risk_index(max = 16),risk_index components,comment_on_priority
libustr-1.0-1,ustr,1.0.4-3,Micro string library: shared library,http://www.and.org/ustr/,0,https://security-tracker.debian.org/tracker/source-package/ustr,https://www.openhub.net/projects/10874,Ustr,"Micro string library, very low overhead from plain strdup() (Ave. 44% for 0-20B strings). Very easy to use in existing C code. At it's simplest you can
just include a single header file into your .c and start using it.",http://www.and.org/ustr/,http://www.and.org/ustr/,0,2,27200,C,mit,Stable Y-O-Y development activity,Short source control history,Very few source code comments,No recent development activity,136967,,Shared Library,0,0,0,8,"Website points: 0, CVE: 0, 12-month contributor: 5, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
libxrender1,libxrender,1:0.9.7-1+deb7u1,X Rendering Extension client library,,1,https://security-tracker.debian.org/tracker/source-package/libxrender,https://www.openhub.net/projects/libxrender,libXrender,,http://cgit.freedesktop.org/xorg/lib/libXrender,http://cgit.freedesktop.org/xorg/lib/libXrender,2,31,2995,C,mit,Decreasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,Small development team,139934,,,0,0,0,8,"Website points: 0, CVE: 1, 12-month contributor: 4, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
linux-image-3.2.0-4-amd64,linux,3.2.63-2+deb7u2,Linux 3.2 for 64-bit PCs,,403,https://security-tracker.debian.org/tracker/source-package/linux,https://www.openhub.net/projects/linux,Linux Kernel,"Linux is a free software kernel, which combined with the GNU libraries, core utils and shell form the GNU/Linux operating system.

!!!PLEASE!!! DO NOT REMOVE git://git.kernel.org/pub/scm/linux/kernel/git/tglx/history.git enlistment. It contains historical pre-2.6.12 commit data.",http://kernel.org/,,3714,14514,18036029,C,GNU_General_Public_License_v2_0_only,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",74082,,,1,0,0,8,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 2 , Data only: 0","Linux kernel. Fundamental to security, but it has extremely active development and many tools/organizations reviewing."
menu,,2.1.46,generates programs menu for all menu-aware applications,,0,https://security-tracker.debian.org/tracker/source-package/menu,https://www.openhub.net/projects/8294,Debian menu,Generate menus files for applications from a list of menu entries files and an application specific menu-method file. This is the way coherence between installed packages and programs menu is achieved on Debian systems.,http://alioth.debian.org/projects/menu/,http://alioth.debian.org/scm/?group_id=30046,0,7,5098,C++,gpl,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,No recent development activity,90826,,Program,0,0,0,8,"Website points: 0, CVE: 0, 12-month contributor: 5, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
netcat-traditional,netcat,1.10-40,TCP/IP swiss army knife,,0,https://security-tracker.debian.org/tracker/source-package/netcat,,,,,,,,,,,,,,,166141,C,,1,0,0,8,"Website points: 1, CVE: 0, 12-month contributor: 2, Popularity: 1, Language: 2, Exposure: 2 , Data only: 0",Netcat is typically used only by invocation in specific cases.
nfs-common,nfs-utils,1:1.2.6-4,NFS support files common to client and server,http://nfs.sourceforge.net/,4,https://security-tracker.debian.org/tracker/source-package/nfs-utils,https://www.openhub.net/projects/nfs-utils,nfs-utils,"The Network File System (NFS) was developed to allow machines to mount a disk partition on a remote machine as if it were a local disk. It allows for fast, seamless sharing of files across a network.",http://nfs.sourceforge.net/,http://sourceforge.net/projects/nfs/files/nfs-utils/,36,142,38969,C,gpl,Increasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",143800,C,,1,0,0,8,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 2 , Data only: 0","Important for NFS, amount of use unclear."
openssh-client,openssh,1:6.0p1-4+deb7u2,"secure shell (SSH) client, for secure access to remote machines",http://www.openssh.org/,13,https://security-tracker.debian.org/tracker/source-package/openssh,https://www.openhub.net/projects/openssh,OpenSSH,"OpenSSH is a free SSH/SecSH protocol suite providing encryption for network services like remote login or remote file transfer.

The following is a list of OpenSSH features:
    * Open Source Project
    * Free Licensing
    * Strong Encryption (3DES, Blowfish, AES, Arcfour)
    * X11 Forwarding (encrypt X Window System traffic)
    * Port Forwarding (encrypted channels for legacy protocols)
    * Strong Authentication (Public Key, One-Time Password and Kerberos Authentication)
    * Agent Forwarding (Single-Sign-On)
    * Interoperability (Compliance with SSH 1.3, 1.5, and 2.0 protocol Standards)
    * SFTP client and server support in both SSH1 and SSH2 protocols.
    * Kerberos and AFS Ticket Passing
    * Data Compression",http://www.openssh.com/,http://www.openssh.com/portable.html,23,92,69047,C,BSD-3-Clause,Increasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Large, active development team",169249,C,,1,0,0,8,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 2 , Data only: 0",Vital for security. CII already investing in this. ++
openssh-server,openssh,1:6.0p1-4+deb7u2,"secure shell (SSH) server, for secure access from remote machines",http://www.openssh.org/,13,https://security-tracker.debian.org/tracker/source-package/openssh,https://www.openhub.net/projects/openssh,OpenSSH,"OpenSSH is a free SSH/SecSH protocol suite providing encryption for network services like remote login or remote file transfer.

The following is a list of OpenSSH features:
    * Open Source Project
    * Free Licensing
    * Strong Encryption (3DES, Blowfish, AES, Arcfour)
    * X11 Forwarding (encrypt X Window System traffic)
    * Port Forwarding (encrypted channels for legacy protocols)
    * Strong Authentication (Public Key, One-Time Password and Kerberos Authentication)
    * Agent Forwarding (Single-Sign-On)
    * Interoperability (Compliance with SSH 1.3, 1.5, and 2.0 protocol Standards)
    * SFTP client and server support in both SSH1 and SSH2 protocols.
    * Kerberos and AFS Ticket Passing
    * Data Compression",http://www.openssh.com/,http://www.openssh.com/portable.html,23,92,69047,C,BSD-3-Clause,Increasing Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Large, active development team",134645,C,Program,1,0,0,8,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 2 , Data only: 0",Vital for security. CII already investing in this. ++
openssl,,1.0.1e-2+deb7u13,Secure Socket Layer (SSL) binary and related cryptographic tools,,87,https://security-tracker.debian.org/tracker/source-package/openssl,https://www.openhub.net/projects/openssl,OpenSSL,"The OpenSSL Project is a collaborative effort to develop a robust, commercial-grade, full-featured, and Open Source toolkit implementing the Secure Sockets Layer (SSL v2/v3) and Transport Layer Security (TLS v1) protocols as well as a full-strength general purpose cryptography library. The project is managed by a worldwide community of volunteers that use the Internet to communicate, plan, and dev",http://www.openssl.org/,http://www.openssl.org//source/,107,177,437855,C,OpenSSL_License,Increasing Y-O-Y development activity,"Mature, well-established codebase",Well-commented source code,"Very large, active development team",167275,,,1,0,0,8,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 2 , Data only: 0","Critical, in wide use.  OpenSSL is already funded by CII. ++"
procps,,1:3.3.3-3,/proc file system utilities,http://gitorious.org/procps,0,https://security-tracker.debian.org/tracker/source-package/procps,https://www.openhub.net/projects/procps,Procps - The /proc file system utilities,"procps is the package that has a bunch of small useful utilities that give information about processes using the /proc filesystem. The package includes the programs ps, top, vmstat, w, kill, free, slabtop, and skill.

Version 3 includes NPTL thread support, a rewritten top, many bug fixes, performance improvements, and new features.",http://procps.sourceforge.net/,http://procps.sourceforge.net/download.html,0,2,15622,C,lgpl21_or_later,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,No recent development activity,169883,C,Program,0,0,0,8,"Website points: 0, CVE: 0, 12-month contributor: 5, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
reportbug,,6.4.4+deb7u1,reports bugs in the Debian distribution,http://alioth.debian.org/projects/reportbug/,1,https://security-tracker.debian.org/tracker/source-package/reportbug,https://www.openhub.net/projects/reportbug,reportbug,,http://alioth.debian.org/projects/reportbug,,1,23,8566,Python,mit,Increasing Y-O-Y development activity,"Mature, well-established codebase",Few source code comments,Only a single active developer,150122,Python,,1,0,0,8,"Website points: 0, CVE: 1, 12-month contributor: 4, Popularity: 1, Language: 0, Exposure: 2 , Data only: 0",
rsyslog,,5.8.11-3+deb7u2,reliable system and kernel logging daemon,http://www.rsyslog.com/,9,https://security-tracker.debian.org/tracker/source-package/rsyslog,https://www.openhub.net/projects/rsyslog,rsyslog,"Rsyslog is an enhanced multi-threaded syslogd supporting, among others, MySQL, syslog/tcp, RFC 3195, permitted sender lists, filtering on any message part, and fine grain output format control. It is quite compatible to stock sysklogd and can be used as a drop-in replacement. Its advanced features make it suitable for enterprise-class, encryption protected syslog relay chains while at the same time being very easy to setup for the novice user. 

Over time, rsyslog has become the default syslogd for the many distributions.",http://www.rsyslog.com/,http://www.rsyslog.com/Downloads-index-req-viewdownload-cid-1-orderby-dateD.phtml,52,160,196201,C,gpl3,Stable Y-O-Y development activity,"Mature, well-established codebase",Average number of code comments,"Very large, active development team",161535,C,,1,0,0,8,"Website points: 0, CVE: 3, 12-month contributor: 0, Popularity: 1, Language: 2, Exposure: 2 , Data only: 0","Processes data from untrusted users.  Important today; as systemd becomes more used, its use may lessen but still important for merging data sources. Project page http://www.rsyslog.com/ Official repo on GitHub, https://github.com/rsyslog This is an active multi-person project; in the one-month period February 12, 2015     March 12, 2015, excluding merges, 7 authors have pushed 27 commits to master and 40 commits to all branches. On master, 37 files have changed and there have been 677 additions and 216 deletions. ++"
sysvinit,,2.88dsf-41+deb7u1,System-V-like init utilities,http://savannah.nongnu.org/projects/sysvinit,0,https://security-tracker.debian.org/tracker/source-package/sysvinit,https://www.openhub.net/projects/sysvinit,sysvinit,"The Sysvinit package contains programs for controlling the startup, running, and shutdown of the system.",http://savannah.nongnu.org/projects/sysvinit,,0,2,8054,C,gpl,Decreasing Y-O-Y development activity,Well-established codebase,Average number of code comments,No recent development activity,159762,,,0,0,0,8,"Website points: 0, CVE: 0, 12-month contributor: 5, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
sysvinit-utils,sysvinit,2.88dsf-41+deb7u1,System-V-like utilities,http://savannah.nongnu.org/projects/sysvinit,0,https://security-tracker.debian.org/tracker/source-package/sysvinit,https://www.openhub.net/projects/sysvinit,sysvinit,"The Sysvinit package contains programs for controlling the startup, running, and shutdown of the system.",http://savannah.nongnu.org/projects/sysvinit,,0,2,8054,C,gpl,Decreasing Y-O-Y development activity,Well-established codebase,Average number of code comments,No recent development activity,169791,C,,0,0,0,8,"Website points: 0, CVE: 0, 12-month contributor: 5, Popularity: 1, Language: 2, Exposure: 0 , Data only: 0",
